id,link,content,date,retweets,favorites,mentions,hashtags,Pics
1.21728E+18,https://twitter.com/JoeBiden/status/1217281361247178752,Medicare should be able to negotiate prices with drug companies. #DemDebate,1/15/2020 3:04,232,1055,,,Medicare should be able to negotiate prices with drug companies. 
1.21728E+18,https://twitter.com/JoeBiden/status/1217284316973207553,"Under the Biden administration, labor and environmental groups will be at the table to negotiate trade agreements. Period. https://t.co/gKXwU2SpVu",1/15/2020 3:16,260,988,,,"Under the Biden administration, labor and environmental groups will be at the table to negotiate trade agreements. Period. https://t.co/"
1.21729E+18,https://twitter.com/JoeBiden/status/1217286036092604417,"Make no mistake, the situation with Iran is a crisis of Donald Trump’s own making. He claimed walking away from the Iran deal would deter Iranian aggression and result in a better deal. He failed on both accounts. https://t.co/S2nsclIN1B",1/15/2020 3:23,455,1660,,,"Make no mistake, the situation with Iran is a crisis of Donald Trump’s own making. He claimed walking away from the Iran deal would deter Iranian aggression and result in a better deal. He failed on both accounts. https://t.co/"
1.21729E+18,https://twitter.com/JoeBiden/status/1217288891625025537,Child care is personal to me: I was a single parent as a young senator. I commuted home to Delaware every night to tuck my kids into bed. Child care should be affordable for every parent. #DemDebate,1/15/2020 3:34,567,3118,,,Child care is personal to me: I was a single parent as a young senator. I commuted home to Delaware every night to tuck my kids into bed. Child care should be affordable for every parent. 
1.21729E+18,https://twitter.com/JoeBiden/status/1217289913969840130,"Republicans have savaged my only surviving son. They’ve spread lies about me that networks won’t even carry. It doesn’t matter if they go after me.

As President of the United States, I have to be able to not only fight — I have to heal. And that’s what I’ll do if I’m elected.",1/15/2020 3:38,6322,39378,,,"Republicans have savaged my only surviving son. They’ve spread lies about me that networks won’t even carry. It doesn’t matter if they go after me.

As President of the United States, I have to be able to not only fight — I have to heal. And that’s what I’ll do if I’"
1.2173E+18,https://twitter.com/JoeBiden/status/1217296167870115841,"Look, I’ve been the object of Donald Trump’s affection now more than anyone else on this stage. I’ve taken all the hits he’s delivered, and I’m only getting stronger in the polls. #DemDebate",1/15/2020 4:03,1439,8396,,,"Look, I’ve been the object of Donald Trump’s affection now more than anyone else on this stage. I’ve taken all the hits he’s delivered, and I’m only getting stronger in the polls. "
1.2173E+18,https://twitter.com/JoeBiden/status/1217298932151263232,"With just 20 days until the Iowa Caucus, we need your help to fuel our campaign. Every donation—big or small—goes a long way in this homestretch.

If you liked what you heard at tonight's #DemDebate, please chip in what you can to keep our momentum going: https://t.co/oHhLJeow4L",1/15/2020 4:14,197,573,,,"With just 20 days until the Iowa Caucus, we need your help to fuel our campaign. Every donation—big or small—goes a long way in this homestretch.

If you liked what you heard at tonight's #DemDebate, please chip in what you can to keep our momentum going: https://t.co/"
1.2173E+18,https://twitter.com/JoeBiden/status/1217299473128443904,"This is the United States of America. There’s not a single thing beyond our capacity, if we do it together. Let’s go do it. #DemDebate",1/15/2020 4:16,696,3936,,,"This is the United States of America. There’s not a single thing beyond our capacity, if we do it together. Let’s go do it. "
1.21732E+18,https://twitter.com/JoeBiden/status/1217321765174759424,"I just got off the debate stage in Iowa, where we're in the homestretch before the caucus. With just 19 days left, every dollar counts.

Chip in if you're ready to take back this country and make Donald Trump a one-term president: https://t.co/dZBws0E8HE https://t.co/DJDvE02g5l",1/15/2020 5:45,485,2114,,,"I just got off the debate stage in Iowa, where we're in the homestretch before the caucus. With just 19 days left, every dollar counts.

Chip in if you're ready to take back this country and make Donald Trump a one-term president: https://t.co/dZBws0E8HE https://t.co/"
1.21749E+18,https://twitter.com/JoeBiden/status/1217493376267886594,"Historically Black Colleges and Universities have always been the heartbeat of our country’s fight for justice. That’s why I’ll invest $70 billion in HBCUs and Minority-Serving Institutions.

When HBCUs rise, we all rise—join HBCU Students for Biden today: https://t.co/oZQOh9KPTt https://t.co/HqlwjwgeTU",1/15/2020 17:06,780,2501,,,"Historically Black Colleges and Universities have always been the heartbeat of our country’s fight for justice. That’s why I’ll invest $70 billion in HBCUs and Minority-Serving Institutions.

When HBCUs rise, we all rise—join HBCU Students for Biden today: https://t.co/oZQOh9KPTt https://t.co/"
1.21752E+18,https://twitter.com/JoeBiden/status/1217516800369405952,"Cornell is right — everything is at stake this November. We have to get Donald Trump out of the White House and unite this country. Because if we come together and act as one America, there is nothing that we can't accomplish. https://t.co/RkNCr4M0ag",1/15/2020 18:40,766,2904,,,"Cornell is right — everything is at stake this November. We have to get Donald Trump out of the White House and unite this country. Because if we come together and act as one America, there is nothing that we can't accomplish. https://t.co/"
1.21755E+18,https://twitter.com/JoeBiden/status/1217546999433744386,"I'm ready to debate Donald Trump on the economy. The American people are getting clobbered, and the wealthy are the only ones doing well. We have to rebuild the middle class, and this time, make sure everyone comes along. https://t.co/C36Kym6X8J",1/15/2020 20:40,975,4054,,,"I'm ready to debate Donald Trump on the economy. The American people are getting clobbered, and the wealthy are the only ones doing well. We have to rebuild the middle class, and this time, make sure everyone comes along. https://t.co/"
1.21757E+18,https://twitter.com/JoeBiden/status/1217570907176046592,"I’m proud that today, our campaign is launching HBCU Students for Biden. This program will be dedicated to helping HBCU students throughout the country learn how to organize for our campaign. 

Sign up here: https://t.co/uDMyQf9hHx https://t.co/blPhAsMK1m",1/15/2020 22:15,185,632,,,"I’m proud that today, our campaign is launching HBCU Students for Biden. This program will be dedicated to helping HBCU students throughout the country learn how to organize for our campaign. 

Sign up here: https://t.co/uDMyQf9hHx https://t.co/"
1.21758E+18,https://twitter.com/JoeBiden/status/1217583673282789377,"This seems like a great reason to rejoin the Paris Agreement, @realDonaldTrump. https://t.co/HHI4KUokcF",1/15/2020 23:05,1595,8544,,,"This seems like a great reason to rejoin the Paris Agreement, @realDonaldTrump. https://t.co/"
1.2176E+18,https://twitter.com/JoeBiden/status/1217604963825848320,"My thoughts and prayers are with Mustafa Kassem's family at this difficult time. His death, after six years in an Egyptian jail, is an outrage. Americans unjustly detained anywhere in the world deserve our government’s full support and relentless efforts to secure their release. https://t.co/aWpCb3VJHO",1/16/2020 0:30,574,2141,,,"My thoughts and prayers are with Mustafa Kassem's family at this difficult time. His death, after six years in an Egyptian jail, is an outrage. Americans unjustly detained anywhere in the world deserve our government’s full support and relentless efforts to secure their release. https://t.co/"
1.21761E+18,https://twitter.com/JoeBiden/status/1217613689068642305,"I'm more optimistic about our future today than I was when I got elected to the Senate as a 29-year-old. If we come together and unite this country, there's not a single thing we can't do. https://t.co/LGNHTgei6W",1/16/2020 1:05,1068,5285,,,"I'm more optimistic about our future today than I was when I got elected to the Senate as a 29-year-old. If we come together and unite this country, there's not a single thing we can't do. https://t.co/"
1.21764E+18,https://twitter.com/JoeBiden/status/1217637216937267206,"America has never lived up to our promise of equality for all, but we've never stopped trying. Virginia brought us closer to that highest ideal today by ratifying the long overdue #ERA.

Women's rights should be explicitly in our Constitution—not left to the whims of legislators. https://t.co/F4E4PYEo0f",1/16/2020 2:38,578,2731,,,"America has never lived up to our promise of equality for all, but we've never stopped trying. Virginia brought us closer to that highest ideal today by ratifying the long overdue #ERA.

Women's rights should be explicitly in our Constitution—not left to the whims of legislators. https://t.co/"
1.21786E+18,https://twitter.com/JoeBiden/status/1217864525640278020,"If true, this constitutes an unprecedented attack on our Foreign Service. Amb. Yovanovitch spent her life advancing U.S. interests, only to be defamed by this administration. Our diplomats deserve better. It's inexcusable that Sec. Pompeo won't defend them. https://t.co/R3rCeQEKX9",1/16/2020 17:41,1417,5383,,,"If true, this constitutes an unprecedented attack on our Foreign Service. Amb. Yovanovitch spent her life advancing U.S. interests, only to be defamed by this administration. Our diplomats deserve better. It's inexcusable that Sec. Pompeo won't defend them. https://t.co/"
1.21789E+18,https://twitter.com/JoeBiden/status/1217891772862468096,The character of our nation is on the ballot in this election. We are so much better than who Donald Trump thinks we are — and we have to prove that this November. https://t.co/dToLAHQ2Hd,1/16/2020 19:30,701,3132,,,The character of our nation is on the ballot in this election. We are so much better than who Donald Trump thinks we are — and we have to prove that this November. https://t.co/
1.21792E+18,https://twitter.com/JoeBiden/status/1217918195115257856,A president has to be able to not only fight — but heal and bring our country together. I promise you that’s what I will do if I’m elected. https://t.co/MiRb0eGq9H,1/16/2020 21:15,718,3189,,,A president has to be able to not only fight — but heal and bring our country together. I promise you that’s what I will do if I’m elected. https://t.co/
1.21794E+18,https://twitter.com/JoeBiden/status/1217937084876513282,Voting is a right. https://t.co/Ch2ZCfLqXz,1/16/2020 22:30,1516,8031,,,Voting is a right. https://t.co/
1.21796E+18,https://twitter.com/JoeBiden/status/1217962049726226433,"Let's be clear: white supremacy, racism, and violence have no place in America. We have to root out these evils and give hate no safe harbor. If we stand together, we will win the battle for the soul of our nation. https://t.co/A5NlIcOPZr",1/17/2020 0:09,1719,7179,,,"Let's be clear: white supremacy, racism, and violence have no place in America. We have to root out these evils and give hate no safe harbor. If we stand together, we will win the battle for the soul of our nation. https://t.co/"
1.21797E+18,https://twitter.com/JoeBiden/status/1217971138162298881,"America’s farmers have had enough of your empty promises, Mr. President. https://t.co/nsOyktOqkR https://t.co/9NSJj7pRjY",1/17/2020 0:45,717,2246,,,"America’s farmers have had enough of your empty promises, Mr. President. https://t.co/nsOyktOqkR https://t.co/"
1.21798E+18,https://twitter.com/JoeBiden/status/1217982368499236864,Hate never goes away; it just hides. And when leaders give it oxygen — as Donald Trump has done — it comes roaring back. https://t.co/NsCSRzlWlk,1/17/2020 1:30,2146,8180,,,Hate never goes away; it just hides. And when leaders give it oxygen — as Donald Trump has done — it comes roaring back. https://t.co/
1.21817E+18,https://twitter.com/JoeBiden/status/1218169872791764994,"This isn't just about who I am, this is about who we are as a country. We're tough, resilient, but always full of hope. With every fiber in my being, I believe there’s not a single thing we can't do—if we do it together. https://t.co/GfPWX1VTvH",1/17/2020 13:55,3337,14238,,,"This isn't just about who I am, this is about who we are as a country. We're tough, resilient, but always full of hope. With every fiber in my being, I believe there’s not a single thing we can't do—if we do it together. https://t.co/"
1.21825E+18,https://twitter.com/JoeBiden/status/1218245602623909890,"It is a moral failing when children are ripped from their parents' arms, locked away in overcrowded detention centers, and denied toothbrushes and soap.

We have to end Donald Trump's cruel policies and build a fair and humane immigration system.",1/17/2020 18:56,2705,11660,,,"It is a moral failing when children are ripped from their parents' arms, locked away in overcrowded detention centers, and denied toothbrushes and soap.

We have to end Donald Trump's cruel policies and build a fair and humane immigrati"
1.21829E+18,https://twitter.com/JoeBiden/status/1218285113164824577,"Minnesota — early voting is now open! Don’t wait until March 3rd to cast your ballot, head to the polls and be one of the first in the nation to make your voice heard in the primary.

Find everything you need to know here: https://t.co/WGNqS2VPDH https://t.co/PfCV0FiHLq",1/17/2020 21:33,327,887,,,"Minnesota — early voting is now open! Don’t wait until March 3rd to cast your ballot, head to the polls and be one of the first in the nation to make your voice heard in the primary.

Find everything you need to know here: https://t.co/WGNqS2VPDH https://t.co/"
1.21829E+18,https://twitter.com/JoeBiden/status/1218294441255014403,No malarkey here. https://t.co/7ODeSCfYMu,1/17/2020 22:10,409,1711,,,No malarkey here. https://t.co/
1.21831E+18,https://twitter.com/JoeBiden/status/1218305640042504192,"Donald Trump says he prefers war heroes who ""weren't captured."" He attacks Gold Star families. Now he calls our generals “losers,"" “babies” and “dopes.""

He degrades the office he holds every day. https://t.co/mvLLdHCzRz",1/17/2020 22:54,5117,17346,,,"Donald Trump says he prefers war heroes who ""weren't captured."" He attacks Gold Star families. Now he calls our generals “losers,"" “babies” and “dopes.""

He degrades the office he holds every day. https://t.co/"
1.21831E+18,https://twitter.com/JoeBiden/status/1218305723706363913,We need a president who respects our troops — and who will restore honor and integrity to the Oval Office. https://t.co/q9o1dUJ00h,1/17/2020 22:54,990,4502,,,We need a president who respects our troops — and who will restore honor and integrity to the Oval Office. https://t.co/
1.21833E+18,https://twitter.com/JoeBiden/status/1218327140053082114,"Happy birthday, @MichelleObama. You’re a shining light in the lives of all that have the honor of knowing you. Jill and I are grateful to call you a dear friend.

But don’t tell Jill — I’m still eating ice cream. And I’m not sorry. https://t.co/YSvEKrvlRk",1/18/2020 0:20,1480,13181,,,"Happy birthday, @MichelleObama. You’re a shining light in the lives of all that have the honor of knowing you. Jill and I are grateful to call you a dear friend.

But don’t tell Jill — I’m still eating ice cream. And I’m not sorry. https://t.co/"
1.21857E+18,https://twitter.com/JoeBiden/status/1218567473768747008,"Vermont — you don't have to wait until March 3rd to cast your ballot, you can early vote now! Head to https://t.co/bj5863RbJr to find all the info you need to make your voice heard in the primary. https://t.co/L4oMQotl0g",1/18/2020 16:15,386,987,,,"Vermont — you don't have to wait until March 3rd to cast your ballot, you can early vote now! Head to https://t.co/bj5863RbJr to find all the info you need to make your voice heard in the primary. https://t.co/"
1.21859E+18,https://twitter.com/JoeBiden/status/1218594149558972416,Weapons of war have no place in our communities. It’s time we take on the @NRA and ban assault weapons for good.,1/18/2020 18:01,3723,23167,,,Weapons of war have no place in our communities. It’s time we take on the @NRA and ban assault weapons
1.21862E+18,https://twitter.com/JoeBiden/status/1218622334929518593,"Together, we're going to beat Donald Trump and take back this country.

Chip in if you’re ready to leave him in the dust: https://t.co/wyp2zOcUWA https://t.co/qCgcncjpln",1/18/2020 19:53,1148,4145,,,"Together, we're going to beat Donald Trump and take back this country.

Chip in if you’re ready to leave him in the dust: https://t.co/wyp2zOcUWA https://t.co/"
1.21866E+18,https://twitter.com/JoeBiden/status/1218658070512861184,"There used to be a basic bargain in this country—when you worked hard, you shared in the prosperity you helped create. But CEOs and Wall Street continue to put profits over workers. It's wrong.

We have to restore the dignity of work and ensure everyone earns what they deserve.",1/18/2020 22:15,1641,6982,,,"There used to be a basic bargain in this country—when you worked hard, you shared in the prosperity you helped create. But CEOs and Wall Street continue to put profits over workers. It's wrong.

We have to restore the dignity of work and ensure everyone earns what the"
1.21868E+18,https://twitter.com/JoeBiden/status/1218684496293384192,"Donald Trump continues to embrace corruption at home and abroad. Rather than addressing the root causes pushing people to flee Central America, he has undermined anti-corruption bodies—first in Guatemala and now in Honduras. https://t.co/bJzaXo3XAQ",1/19/2020 0:00,1307,3633,,,"Donald Trump continues to embrace corruption at home and abroad. Rather than addressing the root causes pushing people to flee Central America, he has undermined anti-corruption bodies—first in Guatemala and now in Honduras. https://t.co/"
1.21893E+18,https://twitter.com/JoeBiden/status/1218930361402634242,"Thank you @Captsully for sharing your story. There’s a lot of kids who I bet needed to hear it. 

Being different isn’t a barrier to success. It can give you the strength to save lives in a crash landing — or even run for President. https://t.co/0sYl6VhJyr",1/19/2020 16:16,2099,9736,,,"Thank you @Captsully for sharing your story. There’s a lot of kids who I bet needed to hear it. 

Being different isn’t a barrier to success. It can give you the strength to save lives in a crash landing — or even run for President. https://t.co/"
1.21895E+18,https://twitter.com/JoeBiden/status/1218945416596795393,"I stand with the snow plow drivers who work day in and day out to keep our roads safe, often in dangerous conditions. Every worker in this country deserves the dignity that comes with fair wages and benefits. Stay safe out there, @IBT_320. https://t.co/hVLXy2urWP",1/19/2020 17:16,319,1533,,,"I stand with the snow plow drivers who work day in and day out to keep our roads safe, often in dangerous conditions. Every worker in this country deserves the dignity that comes with fair wages and benefits. Stay safe out there, @IBT_320. https://t.co/"
1.21899E+18,https://twitter.com/JoeBiden/status/1218985478013235200,"The 60th anniversary of our alliance with Japan reminds us that close partnership and deep cooperation are among our greatest assets. I understand the value of our alliances; they make us stronger. I would build on this legacy, rather than dismantling it.",1/19/2020 19:56,790,3966,,,"The 60th anniversary of our alliance with Japan reminds us that close partnership and deep cooperation are among our greatest assets. I understand the value of our alliances; they make us stronger. I would build on this legacy, rather than disma"
1.219E+18,https://twitter.com/JoeBiden/status/1219004502566674432,"The big banks didn't need an additional $32 billion in savings, and their shareholders certainly didn't need an extra $21.5 billion in payouts.

It's time we ensure corporations pay their fair share and that our country rewards work — not wealth. https://t.co/eW8qS4yNBf",1/19/2020 21:11,1556,4192,,,"The big banks didn't need an additional $32 billion in savings, and their shareholders certainly didn't need an extra $21.5 billion in payouts.

It's time we ensure corporations pay their fair share and that our country rewards work — not wealth. https://t.co/"
1.21907E+18,https://twitter.com/JoeBiden/status/1219070147543158784,This is a big victory for South Carolina. The right to vote is the most fundamental American right there is — we have to break down barriers to the ballot box and ensure every American can make their voice heard. https://t.co/ASdIG2vkFe,1/20/2020 1:32,2005,8436,,,This is a big victory for South Carolina. The right to vote is the most fundamental American right there is — we have to break down barriers to the ballot box and ensure every American can make their voice heard. https://t.co/
1.21927E+18,https://twitter.com/JoeBiden/status/1219265521159458819,"Donald Trump's poisonous rhetoric and divisive politics have brought America to an inflection point. In this moment, we have an enormous opportunity to take the next great step forward as a nation.

Let's get to work. We can do this, together. https://t.co/4jTqAI3aCj",1/20/2020 14:28,3142,10803,,,"Donald Trump's poisonous rhetoric and divisive politics have brought America to an inflection point. In this moment, we have an enormous opportunity to take the next great step forward as a nation.

Let's get to work. We can do this, together. https://t.co/"
1.21935E+18,https://twitter.com/JoeBiden/status/1219350885521858562,Honored to have won Jacquelyn's endorsement. https://t.co/tGpNZjXacu,1/20/2020 20:08,2673,13543,,,Honored to have won Jacquelyn's endorsement. https://t.co/
1.21936E+18,https://twitter.com/JoeBiden/status/1219363972672978946,"As Dr. Martin Luther King Jr. said, “The arc of the moral universe is long, but it bends toward justice.” As we seek to restore the soul of this nation from a long moral lapse, we look to those words and take solace that this too shall pass and justice will prevail. #MLKDay",1/20/2020 21:00,1004,4149,,,"As Dr. Martin Luther King Jr. said, “The arc of the moral universe is long, but it bends toward justice.” As we seek to restore the soul of this nation from a long moral lapse, we look to those words and take solace that this too shall pass and justice will prevai"
1.21939E+18,https://twitter.com/JoeBiden/status/1219394286439084033,"In times of crisis and division, a president should seek to calm and heal. But time and again, President Trump has chosen to further stoke the flames.

He is poison to the soul of our nation. https://t.co/CreIEMIHkE",1/20/2020 23:00,3838,16142,,,"In times of crisis and division, a president should seek to calm and heal. But time and again, President Trump has chosen to further stoke the flames.

He is poison to the soul of our nation. https://t.co/"
1.21941E+18,https://twitter.com/JoeBiden/status/1219414303469522945,From my days as a public defender to my time as Vice President — I've spent my entire career fighting against discrimination and championing civil rights. I'm running for president to bring that fight to the Oval Office and give everyone a full share of the American dream. https://t.co/y015JDgrti,1/21/2020 0:20,1769,6956,,,From my days as a public defender to my time as Vice President — I've spent my entire career fighting against discrimination and championing civil rights. I'm running for president to bring that fight to the Oval Office and give everyone a full share of the American dream. https://t.co/
1.21945E+18,https://twitter.com/JoeBiden/status/1219449299760832514,"The courage shown today by the lawmakers, staff, and gun safety advocates in Richmond is inspiring. It's long past time the calls for reform are met with concrete action that ends our gun violence epidemic. #IStandWithVirginia today, and every day, until the job is done. https://t.co/ouiZVkgzrT",1/21/2020 2:39,688,3076,,,"The courage shown today by the lawmakers, staff, and gun safety advocates in Richmond is inspiring. It's long past time the calls for reform are met with concrete action that ends our gun violence epidemic. #IStandWithVirginia today, and every day, until the job is done. https://t.co/"
1.21947E+18,https://twitter.com/JoeBiden/status/1219469818237259776,"Thanks for acknowledging this, Bernie. These kinds of attacks have no place in this primary. Let’s all keep our focus on making Donald Trump a one-term president. https://t.co/tmFbLm98xd",1/21/2020 4:00,4972,33360,,,"Thanks for acknowledging this, Bernie. These kinds of attacks have no place in this primary. Let’s all keep our focus on making Donald Trump a one-term president. https://t.co/"
1.21948E+18,https://twitter.com/JoeBiden/status/1219476824264257537,"Social Security is the bedrock of American retirement. And in my administration, we won't just protect it. We'll expand it. https://t.co/Uwilx0GlDQ",1/21/2020 4:28,804,2912,,,"Social Security is the bedrock of American retirement. And in my administration, we won't just protect it. We'll expand it. https://t.co/"
1.2197E+18,https://twitter.com/JoeBiden/status/1219699683943014401,I was reminded this weekend by Pastor McCallum that we've got to bring a sense of community back to this country. That work starts now. https://t.co/TB2R8sg3z7,1/21/2020 19:14,706,2997,,,I was reminded this weekend by Pastor McCallum that we've got to bring a sense of community back to this country. That work starts now. https://t.co/
1.21973E+18,https://twitter.com/JoeBiden/status/1219731392873013248,"Ten years ago, the Supreme Court unleashed an unlimited flood of dark money into our politics with its Citizens United decision—further corrupting our politics &amp; eroding faith in our democracy.

It’s time we end Citizens United. Add your name if you agree: https://t.co/WJ5YRnXGPm",1/21/2020 21:20,285,986,,,"Ten years ago, the Supreme Court unleashed an unlimited flood of dark money into our politics with its Citizens United decision—further corrupting our politics &amp; eroding faith in our democracy.

It’s time we end Citizens United. Add your name if you agree: https://t.co/"
1.21974E+18,https://twitter.com/JoeBiden/status/1219742544877301760,"Make no mistake, Obamacare is on the ballot this November. Coverage for millions of Americans and protections for pre-existing conditions are on the ballot.

We have to protect the progress we've made and show up to the polls to defend the Affordable Care Act. https://t.co/tWaiPrVAKr",1/21/2020 22:04,988,2926,,,"Make no mistake, Obamacare is on the ballot this November. Coverage for millions of Americans and protections for pre-existing conditions are on the ballot.

We have to protect the progress we've made and show up to the polls to defend the Affordable Care Act. https://t.co/"
1.21976E+18,https://twitter.com/JoeBiden/status/1219762850098319360,"Our government should work for everyone — not just the powerful or super-wealthy. We need to:

- Eliminate all private dollars from federal elections
- End Citizens United and dark money groups
- Increase transparency and accountability",1/21/2020 23:25,933,4101,,,"Our government should work for everyone — not just the powerful or super-wealthy. We need to:

- Eliminate all private dollars from federal elections
- End Citizens United and dark money groups
- Increase transparency and acco"
1.21979E+18,https://twitter.com/JoeBiden/status/1219788577443340288,I've been fighting to protect — and expand — Social Security for my whole career. Any suggestion otherwise is just flat-out wrong. https://t.co/KWIIJgFqGk,1/22/2020 1:07,2985,9516,,,I've been fighting to protect — and expand — Social Security for my whole career. Any suggestion otherwise is just flat-out wrong. https://t.co/
1.2198E+18,https://twitter.com/JoeBiden/status/1219798086127509505,"We have to end Citizens United, but we can't stop there. It's time we eliminate all private dollars from federal elections and return our democracy to the people.",1/22/2020 1:45,1034,5122,,,"We have to end Citizens United, but we can't stop there. It's time we eliminate all private dollars from federal elections and return our democracy to t"
1.22001E+18,https://twitter.com/JoeBiden/status/1220009534736994313,"Every morning I get up, I think to myself, ""Is Beau proud of me?"" He’s the one who made me promise to stay engaged — and that promise guides me every day. https://t.co/EYHItOpeML",1/22/2020 15:45,1595,8854,,,"Every morning I get up, I think to myself, ""Is Beau proud of me?"" He’s the one who made me promise to stay engaged — and that promise guides me every day. https://t.co/"
1.22006E+18,https://twitter.com/JoeBiden/status/1220063078643093506,Our students and educators deserve better than four more years of Betsy DeVos. https://t.co/ItIVwhBcDC,1/22/2020 19:18,589,2743,,,Our students and educators deserve better than four more years of Betsy DeVos. https://t.co/
1.22009E+18,https://twitter.com/JoeBiden/status/1220090128196100101,"My administration will not cut Social Security or Medicare benefits. Period. We’ll expand them. Meanwhile, Donald Trump is saying he would consider sacrificing seniors' benefits to protect tax cuts for the wealthiest Americans and big companies. We have to defeat him in November. https://t.co/ChUrheK1ga",1/22/2020 21:05,2600,6853,,,"My administration will not cut Social Security or Medicare benefits. Period. We’ll expand them. Meanwhile, Donald Trump is saying he would consider sacrificing seniors' benefits to protect tax cuts for the wealthiest Americans and big companies. We have to defeat him in November. https://t.co/"
1.2201E+18,https://twitter.com/JoeBiden/status/1220104098969681920,"47 years ago today, #RoevWade recognized a woman's constitutional right to choose — but that right is under attack across the country. We must codify Roe into law and fight back against any state laws that violate it.",1/22/2020 22:01,673,3002,,,"47 years ago today, #RoevWade recognized a woman's constitutional right to choose — but that right is under attack across the country. We must codify Roe into law and fight back against any state laws that v"
1.22015E+18,https://twitter.com/JoeBiden/status/1220145370908352512,An administration that gives trillions in tax cuts to giant corporations and the super-wealthy but cuts food assistance for the most vulnerable in our society is morally bankrupt.,1/23/2020 0:45,2468,9772,,,An administration that gives trillions in tax cuts to giant corporations and the super-wealthy but cuts food assistance for the most vulnerable in our society is morally
1.22016E+18,https://twitter.com/JoeBiden/status/1220162986863542272,Empathy matters. I think it's important — not only for leaders — but for everybody to treat people with respect. https://t.co/5HhEOowbBg,1/23/2020 1:55,1618,6574,,,Empathy matters. I think it's important — not only for leaders — but for everybody to treat people with respect. https://t.co/
1.22018E+18,https://twitter.com/JoeBiden/status/1220182792304308225,"When we divert public funds to private schools, we undermine the entire public education system. We've got to prioritize investing in our public schools, so every kid in America gets a fair shot. That's why I oppose vouchers. #Espinoza",1/23/2020 3:13,1127,5437,,,"When we divert public funds to private schools, we undermine the entire public education system. We've got to prioritize investing in our public schools, so every kid in America gets a fair shot. That's why I oppose vouchers."
1.22042E+18,https://twitter.com/JoeBiden/status/1220415903185006592,"It’s going to take everyone rolling up their sleeves and doing their part to beat Donald Trump and take back this country. And with just 11 days until Iowa, your help has never been more important. Head to https://t.co/0yBebrK3rY to take action from anywhere in the country.",1/23/2020 18:40,319,1346,,,"It’s going to take everyone rolling up their sleeves and doing their part to beat Donald Trump and take back this country. And with just 11 days until Iowa, your help has never been more important. Head to https://t.co/0yBebrK3rY to take action from anywhere in th"
1.22044E+18,https://twitter.com/JoeBiden/status/1220437294609387520,"On the anniversary of a hopeful moment, it's clear Trump's Venezuela policy is a dead end. Millions are suffering with the Maduro regime still in power. https://t.co/dvUGFlTFNO",1/23/2020 20:05,296,877,,,"On the anniversary of a hopeful moment, it's clear Trump's Venezuela policy is a dead end. Millions are suffering with the Maduro regime still in power. https://t.co/"
1.22046E+18,https://twitter.com/JoeBiden/status/1220456672017223680,It’s not hyperbole to say Donald Trump is a threat to our planet. We have to get him out of the White House and treat the climate emergency like the existential threat that it is. Our future depends on it.,1/23/2020 21:22,2999,16048,,,It’s not hyperbole to say Donald Trump is a threat to our planet. We have to get him out of the White House and treat the climate emergency like the existential threat that it is. Our future depe
1.22049E+18,https://twitter.com/JoeBiden/status/1220485109209423872,"U.S. troops hurt in Iran's missile attack are being evaluated for traumatic brain injuries. To Trump, it's just “headaches.” We need a president who respects our service members and honors our sacred duty to care for our wounded warriors. https://t.co/lqzSDWezk7",1/23/2020 23:15,2170,6581,,,"U.S. troops hurt in Iran's missile attack are being evaluated for traumatic brain injuries. To Trump, it's just “headaches.” We need a president who respects our service members and honors our sacred duty to care for our wounded warriors. https://t.co/"
1.22051E+18,https://twitter.com/JoeBiden/status/1220513043504910337,"I tell people that when a family experiences tragedy, the most important thing they can do is to turn their grief into purpose. @fred_guttenberg found his purpose — and his courage and determination have helped fuel the fight for gun safety reform. https://t.co/CAEHM0zBeI",1/24/2020 1:06,3090,10509,,,"I tell people that when a family experiences tragedy, the most important thing they can do is to turn their grief into purpose. @fred_guttenberg found his purpose — and his courage and determination have helped fuel the fight for gun safety reform. https://t.co/"
1.22053E+18,https://twitter.com/JoeBiden/status/1220529945174298627,"Great news out of Utah. No child should be subjected to the vile, immoral practice of conversion therapy. We have to ban it at the federal level and make sure every young person is affirmed and accepted just as they are. https://t.co/DVVRikDZ7a",1/24/2020 2:13,964,4775,,,"Great news out of Utah. No child should be subjected to the vile, immoral practice of conversion therapy. We have to ban it at the federal level and make sure every young person is affirmed and accepted just as they are. https://t.co/"
1.22055E+18,https://twitter.com/JoeBiden/status/1220549484133961729,"My Dad used to say, ""don't tell me what you value. Show me your budget, and I'll tell you what you value."" Your 2020 budget cuts Social Security and Medicaid while protecting giveaways to the wealthiest. You've shown us what you value. https://t.co/7gz2NWCUz8",1/24/2020 3:30,5122,17453,,,"My Dad used to say, ""don't tell me what you value. Show me your budget, and I'll tell you what you value."" Your 2020 budget cuts Social Security and Medicaid while protecting giveaways to the wealthiest. You've shown us what you value. https://t.co/"
1.22073E+18,https://twitter.com/JoeBiden/status/1220731734469140480,"The next president will face the enormous task of picking up the pieces left by President Trump. They will have to salvage our reputation, rebuild confidence in our leadership, and mobilize the world to meet new challenges. There will be no time to lose. https://t.co/oizwBqMFNL",1/24/2020 15:35,2020,8603,,,"The next president will face the enormous task of picking up the pieces left by President Trump. They will have to salvage our reputation, rebuild confidence in our leadership, and mobilize the world to meet new challenges. There will be no time to lose. https://t.co/"
